family_id temporary_sample_id original_sample_id
WG0370171-DNA_E05_31201050603443 Saarloos_Wolfdog_1074 WG0370171-DNA_E05_31201050603443
WG0370755-DNA_E02_31210152206034 Staffordshire_Bull_Terrier_1075 WG0370755-DNA_E02_31210152206034
WG0370774-DNA_E11_31210152206000 Staffordshire_Bull_Terrier_1076 WG0370774-DNA_E11_31210152206000
WG0370851-DNA_F08_31201151512566 White_Swiss_Shepherd_Dog_1077 WG0370851-DNA_F08_31201151512566
WG0372014-DNA_E05_31201153212054 Doberman_Pinscher_1078 WG0372014-DNA_E05_31201153212054
WG0372654-DNA_A10_31210351605424 Shetland_Sheepdog_1079 WG0372654-DNA_A10_31210351605424
WG0373016-DNA_H06_31201151715638 Dalmatian_1080 WG0373016-DNA_H06_31201151715638
WG0373418-DNA_G01_31210752010493 Staffordshire_Bull_Terrier_1081 WG0373418-DNA_G01_31210752010493
WG0373565-DNA_C10_31210351705294 Siberian_Husky_1082 WG0373565-DNA_C10_31210351705294
WG0373842-DNA_C08_31210252716378 Dalmatian_1083 WG0373842-DNA_C08_31210252716378
WG0374946-DNA_H03_31210751909597 West_Highland_White_Terrier_1084 WG0374946-DNA_H03_31210751909597
WG0390177-DNA_D04_31210752615106 Siberian_Husky_1085 WG0390177-DNA_D04_31210752615106
WG0390511-DNA_H09_31210901621323 Doberman_Pinscher_1086 WG0390511-DNA_H09_31210901621323
WG0390583-DNA_C09_31210351606061 Prague_Ratter_1087 WG0390583-DNA_C09_31210351606061
WG0390606-DNA_D12_31210351606312 Rhodesian_Ridgeback_1088 WG0390606-DNA_D12_31210351606312
WG0390629-DNA_F04_31210351602521 Rhodesian_Ridgeback_1089 WG0390629-DNA_F04_31210351602521
WG0393358-DNA_D08_31210953210014 Siberian_Husky_1090 WG0393358-DNA_D08_31210953210014
WG0393394-DNA_D07_31210952213893 Siberian_Husky_1091 WG0393394-DNA_D07_31210952213893
WG0393603-DNA_E04_31220412002822 Siberian_Husky_1092 WG0393603-DNA_E04_31220412002822
WG0395271-DNA_G01_31211054008725 Dachshund_1093 WG0395271-DNA_G01_31211054008725
WG0396286-DNA_E11_31211054008709 Kooikerhondje_1094 WG0396286-DNA_E11_31211054008709
WG0396798-DNA_H05_31211054001208 Kooikerhondje_1095 WG0396798-DNA_H05_31211054001208
WG0428496-DNA_E04_31001804203373 Stabyhoun_1096 WG0428496-DNA_E04_31001804203373
WG0445469-DNA_H11_31001805265119 Stabyhoun_1097 WG0445469-DNA_H11_31001805265119
WG0554602-DNA_C11_31211050115142 Kooikerhondje_1098 WG0554602-DNA_C11_31211050115142
WH083 Whippet_1099 WH083
WHIP000001 Whippet_1100 WHIP000001
WHIP000004 Whippet_1101 WHIP000004
WHIP000005 Whippet_1102 WHIP000005
WHPG000001 Wirehaired_Pointing_Griffon_1103 WHPG000001
WHPG000003 Wirehaired_Pointing_Griffon_1104 WHPG000003
WHPG000004 Wirehaired_Pointing_Griffon_1105 WHPG000004
WHPG000005 Wirehaired_Pointing_Griffon_1106 WHPG000005
WHPG000006 Wirehaired_Pointing_Griffon_1107 WHPG000006
WSSD000003 White_Swiss_Shepherd_Dog_1108 WSSD000003
WSSD000005 White_Swiss_Shepherd_Dog_1109 WSSD000005
WSSD000006 White_Swiss_Shepherd_Dog_1110 WSSD000006
WW174 West_Highland_White_Terrier_1111 WW174
WW646__West30 West_Highland_White_Terrier_1112 WW646__West30
WW665 West_Highland_White_Terrier_1113 WW665
YORK000002 Yorkshire_Terrier_1114 YORK000002
YT040__PER_BAN00283 Yorkshire_Terrier_1115 YT040__PER_BAN00283
YT055__PER00061 Yorkshire_Terrier_1116 YT055__PER00061
YT065__PER00204 Yorkshire_Terrier_1117 YT065__PER00204
YT101__PER00642 Yorkshire_Terrier_1118 YT101__PER00642
ZAGR000001 Zagar_1119 ZAGR000001
ZAGR000003 Zagar_1120 ZAGR000003
ZAGR000004 Zagar_1121 ZAGR000004
ZAGR000006 Zagar_1122 ZAGR000006
ZAGR000007 Zagar_1123 ZAGR000007
ZZ031_MS249 Miniature_Schnauzer_1124 ZZ031_MS249
